"response_id","accomm_type_used"
"GEN24_1035403","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035412","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035412","Staying with family or friends"
"GEN24_1035431","Staying with family or friends"
"GEN24_1035433","Hotel"
"GEN24_1035433","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035433","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035438","Hotel"
"GEN24_1035445","Hotel"
"GEN24_1035448","Hotel"
"GEN24_1035448","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035448","Staying with family or friends"
"GEN24_1035454","House / flat that you paid some rent for"
"GEN24_1035454","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035463","Marae"
"GEN24_1035463","Staying with family or friends"
"GEN24_1035468","Hotel"
"GEN24_1035468","Staying with family or friends"
"GEN24_1035473","Backpackers"
"GEN24_1035473","Hotel"
"GEN24_1035473","House / flat that you paid some rent for"
"GEN24_1035473","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035473","In a hut at a National Park / Department of Conservation area"
"GEN24_1035473","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035484","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1035485","Staying with family or friends"
"GEN24_1035490","Hotel"
"GEN24_1035492","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035496","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1035496","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1035496","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035496","Hotel"
"GEN24_1035496","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035496","Youth Hostel, YMCA, YWCA"
"GEN24_1035497","A house/ flat/ apartment/ timeshare you own"
"GEN24_1035497","Staying with family or friends"
"GEN24_1035500","Hotel"
"GEN24_1035500","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035500","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035509","Backpackers"
"GEN24_1035509","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035516","Hotel"
"GEN24_1035516","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035516","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035525","Hotel"
"GEN24_1035525","House / flat that you paid some rent for"
"GEN24_1035526","Hotel"
"GEN24_1035526","Staying with family or friends"
"GEN24_1035528","Staying with family or friends"
"GEN24_1035532","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035533","Hotel"
"GEN24_1035537","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035539","Bed and Breakfast"
"GEN24_1035539","Staying with family or friends"
"GEN24_1035546","Hotel"
"GEN24_1035546","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035547","Hotel"
"GEN24_1035547","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035547","Staying with family or friends"
"GEN24_1035548","Bed and Breakfast"
"GEN24_1035548","Hotel"
"GEN24_1035548","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035552","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035553","Staying with family or friends"
"GEN24_1035554","Backpackers"
"GEN24_1035554","Hotel"
"GEN24_1035554","Staying with family or friends"
"GEN24_1035556","Hotel"
"GEN24_1035558","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035559","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035570","Hotel"
"GEN24_1035570","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035587","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035600","Hotel"
"GEN24_1035600","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035601","Staying with family or friends"
"GEN24_1035602","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035602","Staying with family or friends"
"GEN24_1035608","Backpackers"
"GEN24_1035608","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1035608","House / flat that you paid some rent for"
"GEN24_1035608","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035608","Youth Hostel, YMCA, YWCA"
"GEN24_1035612","Staying with family or friends"
"GEN24_1035622","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035625","Bed and Breakfast"
"GEN24_1035625","Farm-stay or Home-stay"
"GEN24_1035625","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035626","Bed and Breakfast"
"GEN24_1035626","Hotel"
"GEN24_1035626","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035626","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035626","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035626","Staying with family or friends"
"GEN24_1035626","Youth Hostel, YMCA, YWCA"
"GEN24_1035636","A house/ flat/ apartment/ timeshare you own"
"GEN24_1035636","Hotel"
"GEN24_1035636","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035639","Staying with family or friends"
"GEN24_1035641","Backpackers"
"GEN24_1035641","Bed and Breakfast"
"GEN24_1035641","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035641","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035641","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035641","Staying with family or friends"
"GEN24_1035641","Youth Hostel, YMCA, YWCA"
"GEN24_1035643","Hotel"
"GEN24_1035643","Staying with family or friends"
"GEN24_1035645","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035653","Hotel"
"GEN24_1035653","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035653","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035654","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035656","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035659","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035659","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035663","Hotel"
"GEN24_1035671","Hotel"
"GEN24_1035686","Hotel"
"GEN24_1035686","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035694","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035694","Staying with family or friends"
"GEN24_1035695","Staying with family or friends"
"GEN24_1035707","Hotel"
"GEN24_1035707","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035707","Staying with family or friends"
"GEN24_1035712","Hotel"
"GEN24_1035712","House / flat that you paid some rent for"
"GEN24_1035712","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035712","Staying with family or friends"
"GEN24_1035721","Hotel"
"GEN24_1035723","Hotel"
"GEN24_1035723","House / flat that you paid some rent for"
"GEN24_1035723","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035723","Youth Hostel, YMCA, YWCA"
"GEN24_1035725","Hotel"
"GEN24_1035726","Staying with family or friends"
"GEN24_1035733","Backpackers"
"GEN24_1035733","Bed and Breakfast"
"GEN24_1035733","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035733","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035733","Other accommodation"
"GEN24_1035736","Hotel"
"GEN24_1035736","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035736","Staying with family or friends"
"GEN24_1035743","Hotel"
"GEN24_1035743","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035743","Staying with family or friends"
"GEN24_1035747","Bed and Breakfast"
"GEN24_1035747","Hotel"
"GEN24_1035747","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035747","Staying with family or friends"
"GEN24_1035749","Staying with family or friends"
"GEN24_1035750","House / flat that you paid some rent for"
"GEN24_1035751","Hotel"
"GEN24_1035758","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035758","Staying with family or friends"
"GEN24_1035762","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035764","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035773","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035779","Hotel"
"GEN24_1035779","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035779","Staying with family or friends"
"GEN24_1035782","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035782","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035788","Hotel"
"GEN24_1035788","House / flat that you paid some rent for"
"GEN24_1035788","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035788","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035788","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035791","Other accommodation"
"GEN24_1035795","Bed and Breakfast"
"GEN24_1035798","Hotel"
"GEN24_1035800","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035801","Bed and Breakfast"
"GEN24_1035801","Hotel"
"GEN24_1035801","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035803","A house/ flat/ apartment/ timeshare you own"
"GEN24_1035815","Hotel"
"GEN24_1035815","Staying with family or friends"
"GEN24_1035820","Hotel"
"GEN24_1035820","Staying with family or friends"
"GEN24_1035821","Hotel"
"GEN24_1035828","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035830","Hotel"
"GEN24_1035830","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035830","Staying with family or friends"
"GEN24_1035831","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035831","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035831","Staying with family or friends"
"GEN24_1035846","Backpackers"
"GEN24_1035846","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1035846","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035846","In a hut at a National Park / Department of Conservation area"
"GEN24_1035846","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035846","Staying with family or friends"
"GEN24_1035846","Youth Hostel, YMCA, YWCA"
"GEN24_1035859","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035865","Hotel"
"GEN24_1035865","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035866","Hotel"
"GEN24_1035868","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035868","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035869","Hotel"
"GEN24_1035870","Staying with family or friends"
"GEN24_1035871","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035872","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035876","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035876","Staying with family or friends"
"GEN24_1035887","House / flat that you paid some rent for"
"GEN24_1035887","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035887","Staying with family or friends"
"GEN24_1035889","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035890","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035890","Staying with family or friends"
"GEN24_1035896","Staying with family or friends"
"GEN24_1035898","Staying with family or friends"
"GEN24_1035908","Staying with family or friends"
"GEN24_1035913","Hotel"
"GEN24_1035913","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035913","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035913","Staying with family or friends"
"GEN24_1035919","Hotel"
"GEN24_1035919","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035919","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035923","Staying with family or friends"
"GEN24_1035925","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
