"response_id","travelled_with"
"GEN24_1052353","My husband, wife or partner"
"GEN24_1052355","My husband, wife or partner"
"GEN24_1052361","My husband, wife or partner"
"GEN24_1052364","My husband, wife or partner"
"GEN24_1052365","Child/children aged under 15"
"GEN24_1052365","Other adult family / relative"
"GEN24_1052365","Other adult(s) who are not family / relatives"
"GEN24_1052366","Child/children aged under 15"
"GEN24_1052366","My husband, wife or partner"
"GEN24_1052366","Other adult family / relative"
"GEN24_1052381","My husband, wife or partner"
"GEN24_1052382","My husband, wife or partner"
"GEN24_1052385","No one, I was on my own"
"GEN24_1052386","My husband, wife or partner"
"GEN24_1052393","Child/children aged under 15"
"GEN24_1052393","My husband, wife or partner"
"GEN24_1052394","No one, I was on my own"
"GEN24_1052395","No one, I was on my own"
"GEN24_1052401","My husband, wife or partner"
"GEN24_1052402","My husband, wife or partner"
"GEN24_1052402","Other adult(s) who are not family / relatives"
"GEN24_1052407","My husband, wife or partner"
"GEN24_1052408","My husband, wife or partner"
"GEN24_1052412","My husband, wife or partner"
"GEN24_1052415","My husband, wife or partner"
"GEN24_1052417","My husband, wife or partner"
"GEN24_1052417","Other adult(s) who are not family / relatives"
"GEN24_1052419","No one, I was on my own"
"GEN24_1052420","My husband, wife or partner"
"GEN24_1052421","No one, I was on my own"
"GEN24_1052424","My husband, wife or partner"
"GEN24_1052425","My husband, wife or partner"
"GEN24_1052431","My husband, wife or partner"
"GEN24_1052440","No one, I was on my own"
"GEN24_1052447","Other adult family / relative"
"GEN24_1052449","My husband, wife or partner"
"GEN24_1052460","No one, I was on my own"
"GEN24_1052462","No one, I was on my own"
"GEN24_1052466","My husband, wife or partner"
"GEN24_1052467","My husband, wife or partner"
"GEN24_1052468","Child/children aged under 15"
"GEN24_1052468","My husband, wife or partner"
"GEN24_1052471","My husband, wife or partner"
"GEN24_1052473","Other adult(s) who are not family / relatives"
"GEN24_1052474","My husband, wife or partner"
"GEN24_1052477","My husband, wife or partner"
"GEN24_1052480","Child/children aged under 15"
"GEN24_1052480","My husband, wife or partner"
"GEN24_1052486","My husband, wife or partner"
"GEN24_1052489","My husband, wife or partner"
"GEN24_1052493","My husband, wife or partner"
"GEN24_1052497","Other adult family / relative"
"GEN24_1052499","My husband, wife or partner"
"GEN24_1052501","No one, I was on my own"
"GEN24_1052510","No one, I was on my own"
"GEN24_1052512","Child/children aged 15 or older"
"GEN24_1052513","My husband, wife or partner"
"GEN24_1052515","My husband, wife or partner"
"GEN24_1052517","My husband, wife or partner"
"GEN24_1052519","My husband, wife or partner"
"GEN24_1052520","My husband, wife or partner"
"GEN24_1052524","My husband, wife or partner"
"GEN24_1052525","My husband, wife or partner"
"GEN24_1052539","Other adult(s) who are not family / relatives"
"GEN24_1052541","My husband, wife or partner"
"GEN24_1052548","My husband, wife or partner"
"GEN24_1052553","Other adult(s) who are not family / relatives"
"GEN24_1052554","No one, I was on my own"
"GEN24_1052558","My husband, wife or partner"
"GEN24_1052563","No one, I was on my own"
"GEN24_1052565","My husband, wife or partner"
"GEN24_1052568","Other adult family / relative"
"GEN24_1052571","My husband, wife or partner"
"GEN24_1052572","My husband, wife or partner"
"GEN24_1052573","My husband, wife or partner"
"GEN24_1052575","Child/children aged under 15"
"GEN24_1052575","My husband, wife or partner"
"GEN24_1052575","Other adult family / relative"
"GEN24_1052576","Other adult family / relative"
"GEN24_1052578","No one, I was on my own"
"GEN24_1052579","No one, I was on my own"
"GEN24_1052584","My husband, wife or partner"
"GEN24_1052586","My husband, wife or partner"
"GEN24_1052589","My husband, wife or partner"
"GEN24_1052593","My husband, wife or partner"
"GEN24_1052595","My husband, wife or partner"
"GEN24_1052596","Child/children aged under 15"
"GEN24_1052602","Child/children aged 15 or older"
"GEN24_1052609","My husband, wife or partner"
"GEN24_1052613","Other adult(s) who are not family / relatives"
"GEN24_1052616","No one, I was on my own"
"GEN24_1052632","My husband, wife or partner"
"GEN24_1052635","My husband, wife or partner"
"GEN24_1052637","My husband, wife or partner"
"GEN24_1052637","Other adult(s) who are not family / relatives"
"GEN24_1052643","Child/children aged under 15"
"GEN24_1052643","My husband, wife or partner"
"GEN24_1052648","My husband, wife or partner"
"GEN24_1052652","No one, I was on my own"
"GEN24_1052659","Other adult(s) who are not family / relatives"
"GEN24_1052661","My husband, wife or partner"
"GEN24_1052668","My husband, wife or partner"
"GEN24_1052673","My husband, wife or partner"
"GEN24_1052678","No one, I was on my own"
"GEN24_1052682","My husband, wife or partner"
"GEN24_1052684","My husband, wife or partner"
"GEN24_1052688","My husband, wife or partner"
"GEN24_1052693","Other adult family / relative"
"GEN24_1052696","Child/children aged under 15"
"GEN24_1052696","Other adult family / relative"
"GEN24_1052700","My husband, wife or partner"
"GEN24_1052704","No one, I was on my own"
"GEN24_1052708","My husband, wife or partner"
"GEN24_1052709","My husband, wife or partner"
"GEN24_1052711","Other adult family / relative"
"GEN24_1052713","Child/children aged under 15"
"GEN24_1052713","My husband, wife or partner"
"GEN24_1052715","Other adult family / relative"
"GEN24_1052718","My husband, wife or partner"
"GEN24_1052718","Other adult family / relative"
"GEN24_1052719","My husband, wife or partner"
"GEN24_1052723","No one, I was on my own"
"GEN24_1052726","My husband, wife or partner"
"GEN24_1052729","Other adult(s) who are not family / relatives"
"GEN24_1052730","Other adult(s) who are not family / relatives"
"GEN24_1052731","Other adult(s) who are not family / relatives"
"GEN24_1052732","My husband, wife or partner"
"GEN24_1052733","No one, I was on my own"
"GEN24_1052735","My husband, wife or partner"
"GEN24_1052741","My husband, wife or partner"
"GEN24_1052744","My husband, wife or partner"
"GEN24_1052745","My husband, wife or partner"
"GEN24_1052750","My husband, wife or partner"
"GEN24_1052752","My husband, wife or partner"
"GEN24_1052753","My husband, wife or partner"
"GEN24_1052756","My husband, wife or partner"
"GEN24_1052757","My husband, wife or partner"
"GEN24_1052759","My husband, wife or partner"
"GEN24_1052763","My husband, wife or partner"
"GEN24_1052766","No one, I was on my own"
"GEN24_1052767","No one, I was on my own"
"GEN24_1052768","My husband, wife or partner"
"GEN24_1052777","My husband, wife or partner"
"GEN24_1052781","My husband, wife or partner"
"GEN24_1052785","My husband, wife or partner"
"GEN24_1052789","Other adult family / relative"
"GEN24_1052791","No one, I was on my own"
"GEN24_1052793","My husband, wife or partner"
"GEN24_1052793","Other adult(s) who are not family / relatives"
"GEN24_1052794","My husband, wife or partner"
"GEN24_1052796","My husband, wife or partner"
"GEN24_1052796","Other adult family / relative"
"GEN24_1052798","No one, I was on my own"
"GEN24_1052802","Child/children aged under 15"
"GEN24_1052802","My husband, wife or partner"
"GEN24_1052802","Other adult(s) who are not family / relatives"
"GEN24_1052808","Other adult(s) who are not family / relatives"
"GEN24_1052809","Other adult(s) who are not family / relatives"
"GEN24_1052815","My husband, wife or partner"
"GEN24_1052817","My husband, wife or partner"
"GEN24_1052819","My husband, wife or partner"
"GEN24_1052823","My husband, wife or partner"
"GEN24_1052830","My husband, wife or partner"
"GEN24_1052831","Other adult(s) who are not family / relatives"
"GEN24_1052837","My husband, wife or partner"
"GEN24_1052838","Other adult(s) who are not family / relatives"
"GEN24_1052840","My husband, wife or partner"
"GEN24_1052844","Other adult(s) who are not family / relatives"
"GEN24_1052845","My husband, wife or partner"
"GEN24_1052848","My husband, wife or partner"
"GEN24_1052848","Other adult(s) who are not family / relatives"
"GEN24_1052849","My husband, wife or partner"
"GEN24_1052852","My husband, wife or partner"
"GEN24_1052855","Other adult family / relative"
"GEN24_1052857","No one, I was on my own"
"GEN24_1052863","My husband, wife or partner"
"GEN24_1052869","Child/children aged under 15"
"GEN24_1052869","My husband, wife or partner"
"GEN24_1052870","My husband, wife or partner"
"GEN24_1052871","Other adult family / relative"
"GEN24_1052872","My husband, wife or partner"
"GEN24_1052878","No one, I was on my own"
"GEN24_1052884","My husband, wife or partner"
"GEN24_1052887","My husband, wife or partner"
"GEN24_1052890","My husband, wife or partner"
"GEN24_1052899","My husband, wife or partner"
"GEN24_1052900","Other adult(s) who are not family / relatives"
"GEN24_1052901","Other adult(s) who are not family / relatives"
"GEN24_1052904","My husband, wife or partner"
"GEN24_1052905","My husband, wife or partner"
"GEN24_1052917","My husband, wife or partner"
"GEN24_1052922","My husband, wife or partner"
"GEN24_1052925","My husband, wife or partner"
"GEN24_1052926","My husband, wife or partner"
"GEN24_1052929","My husband, wife or partner"
"GEN24_1052930","My husband, wife or partner"
"GEN24_1052932","My husband, wife or partner"
"GEN24_1052933","Child/children aged 15 or older"
"GEN24_1052933","My husband, wife or partner"
"GEN24_1052936","No one, I was on my own"
"GEN24_1052941","No one, I was on my own"
"GEN24_1052943","No one, I was on my own"
"GEN24_1052946","No one, I was on my own"
"GEN24_1052949","My husband, wife or partner"
"GEN24_1052952","No one, I was on my own"
"GEN24_1052953","No one, I was on my own"
"GEN24_1052954","My husband, wife or partner"
"GEN24_1052955","Other adult family / relative"
"GEN24_1052958","My husband, wife or partner"
"GEN24_1052965","My husband, wife or partner"
"GEN24_1052968","No one, I was on my own"
"GEN24_1052977","No one, I was on my own"
"GEN24_1052979","No one, I was on my own"
"GEN24_1052980","No one, I was on my own"
"GEN24_1052981","My husband, wife or partner"
"GEN24_1052981","Other adult family / relative"
"GEN24_1052981","Other adult(s) who are not family / relatives"
"GEN24_1052983","My husband, wife or partner"
"GEN24_1052984","Other adult family / relative"
"GEN24_1052985","Other adult(s) who are not family / relatives"
"GEN24_1052986","Other adult family / relative"
"GEN24_1052987","My husband, wife or partner"
"GEN24_1052989","My husband, wife or partner"
"GEN24_1052990","No one, I was on my own"
"GEN24_1052992","Other adult family / relative"
"GEN24_1053006","Other adult family / relative"
"GEN24_1053013","My husband, wife or partner"
"GEN24_1053019","No one, I was on my own"
"GEN24_1053023","No one, I was on my own"
"GEN24_1053024","Other adult family / relative"
"GEN24_1053033","My husband, wife or partner"
"GEN24_1053038","No one, I was on my own"
"GEN24_1053043","My husband, wife or partner"
"GEN24_1053045","Child/children aged 15 or older"
"GEN24_1053046","My husband, wife or partner"
"GEN24_1053048","No one, I was on my own"
"GEN24_1053049","My husband, wife or partner"
"GEN24_1053050","No one, I was on my own"
"GEN24_1053052","My husband, wife or partner"
"GEN24_1053053","Other adult(s) who are not family / relatives"
"GEN24_1053061","My husband, wife or partner"
"GEN24_1053068","My husband, wife or partner"
"GEN24_1053069","My husband, wife or partner"
"GEN24_1053070","My husband, wife or partner"
"GEN24_1053074","My husband, wife or partner"
"GEN24_1053078","Other adult(s) who are not family / relatives"
"GEN24_1053079","No one, I was on my own"
"GEN24_1053081","My husband, wife or partner"
"GEN24_1053082","My husband, wife or partner"
"GEN24_1053083","No one, I was on my own"
"GEN24_1053085","My husband, wife or partner"
"GEN24_1053086","My husband, wife or partner"
"GEN24_1053086","Other adult(s) who are not family / relatives"
"GEN24_1053090","My husband, wife or partner"
"GEN24_1053091","My husband, wife or partner"
"GEN24_1053094","My husband, wife or partner"
"GEN24_1053097","No one, I was on my own"
"GEN24_1053101","My husband, wife or partner"
"GEN24_1053109","My husband, wife or partner"
"GEN24_1053110","No one, I was on my own"
"GEN24_1053111","Other adult family / relative"
"GEN24_1053112","My husband, wife or partner"
"GEN24_1053114","My husband, wife or partner"
"GEN24_1053115","My husband, wife or partner"
"GEN24_1053117","My husband, wife or partner"
"GEN24_1053123","Other adult family / relative"
"GEN24_1053125","Other adult family / relative"
"GEN24_1053126","My husband, wife or partner"
"GEN24_1053131","My husband, wife or partner"
"GEN24_1053139","My husband, wife or partner"
"GEN24_1053142","My husband, wife or partner"
"GEN24_1053147","My husband, wife or partner"
"GEN24_1053149","My husband, wife or partner"
"GEN24_1053150","My husband, wife or partner"
"GEN24_1053151","No one, I was on my own"
"GEN24_1053152","My husband, wife or partner"
"GEN24_1053153","My husband, wife or partner"
"GEN24_1053155","Other adult(s) who are not family / relatives"
"GEN24_1053156","My husband, wife or partner"
"GEN24_1053162","My husband, wife or partner"
"GEN24_1053163","My husband, wife or partner"
"GEN24_1053165","My husband, wife or partner"
"GEN24_1053166","My husband, wife or partner"
"GEN24_1053168","My husband, wife or partner"
"GEN24_1053170","No one, I was on my own"
"GEN24_1053171","No one, I was on my own"
"GEN24_1053172","My husband, wife or partner"
"GEN24_1053174","Other adult family / relative"
"GEN24_1053186","No one, I was on my own"
"GEN24_1053187","My husband, wife or partner"
"GEN24_1053192","My husband, wife or partner"
"GEN24_1053193","Other adult family / relative"
"GEN24_1053194","My husband, wife or partner"
"GEN24_1053195","Other adult family / relative"
