==== tree_model_full: summary() ===
Call:
rpart(formula = recommend_rating ~ ., data = select(df, -response_id, 
    -visit_purpose, -country_of_residence_group), method = "anova", 
    control = rpart.control(cp = 1e-04, xval = 10))
  n= 21551 

              CP nsplit rel error    xerror       xstd
      share_cost_shopping                         < 0.06086712   to the right, improve=0.1061266, (0 missing)
  Surrogate splits:
      share_cost_entertainment                                                                                        < 0.09200014   to the right, agree=0.810, adj=0.500, (0 split)
      share_cost_eating_out                                                                                           < 0.3378725    to the left,  agree=0.810, adj=0.500, (0 split)
      no_days_in_nz                                                                                                   < 20.5         to the right, agree=0.762, adj=0.375, (0 split)
      accomm_other_paid_camping_ground_holiday_park_where_you_can_stay_in_a_tent_cabin_caravan_or_campervan_motorhome < 0.5          to the right, agree=0.762, adj=0.375, (0 split)
      activity_jet_boating                                                                                            < 0.5          to the right, agree=0.762, adj=0.375, (0 split)

Node number 951: 459 observations,    complexity param=0.0003667465
  mean=9.594771, MSE=0.8379683 
  left son=1902 (99 obs) right son=1903 (360 obs)
  Primary splits:
      share_cost_dom_travel  < 0.09090909   to the right, improve=0.03620433, (0 missing)
      share_cost_shopping    < 0.05141422   to the left,  improve=0.01852174, (0 missing)
      share_cost_car_rentals < 0.6312877    to the right, improve=0.01678844, (0 missing)
      share_cost_food_drink  < 0.138611     to the right, improve=0.01615814, (0 missing)
      transport_rental_car   < 0.5          to the left,  improve=0.01295123, (0 missing)
  Surrogate splits:
      transport_bus_service_between_towns_cities   < 0.5          to the right, agree=0.789, adj=0.02, (0 split)
      gender                                       splits as  RRL-, agree=0.786, adj=0.01, (0 split)
      maori_exp_visit_a_maori_family_in_their_home < 0.5          to the right, agree=0.786, adj=0.01, (0 split)

Node number 954: 19 observations
  mean=8.578947, MSE=4.138504 

Node number 955: 28 observations,    complexity param=0.0001259357
  mean=9.607143, MSE=0.8813776 
  left son=1910 (7 obs) right son=1911 (21 obs)
  Primary splits:
      share_cost_eating_out  < 0.09494522   to the left,  improve=0.21273520, (0 missing)
      share_cost_shopping    < 0.02858298   to the left,  improve=0.13941150, (0 missing)
      age_range              splits as  LLLLLLLRRRRRRR, improve=0.13280760, (0 missing)
      share_cost_car_rentals < 0.07610986   to the right, improve=0.13133140, (0 missing)
      share_cost_day_cruise  < 0.03706954   to the left,  improve=0.09728252, (0 missing)
  Surrogate splits:
      activity_hot_pools       < 0.5          to the right, agree=0.857, adj=0.429, (0 split)
      share_cost_entertainment < 0.2327287    to the right, agree=0.821, adj=0.286, (0 split)
      departure_location       splits as  RRLR-, agree=0.786, adj=0.143, (0 split)
      no_days_in_nz            < 8            to the left,  agree=0.786, adj=0.143, (0 split)
      package_deal             splits as  R-L-, agree=0.786, adj=0.143, (0 split)

Node number 956: 285 observations,    complexity param=0.0003044387
  mean=9.245614, MSE=1.371253 
  left son=1912 (34 obs) right son=1913 (251 obs)
  Primary splits:
      share_cost_dom_travel          < 0.1272101    to the right, improve=0.04268930, (0 missing)
      activity_health_spa_or_day_spa < 0.5          to the left,  improve=0.02730788, (0 missing)
      share_cost_dom_flights         < 0.2547874    to the right, improve=0.01944357, (0 missing)
      transport_taxi_shuttle_service < 0.5          to the left,  improve=0.01926235, (0 missing)
      itinerary_region_hawkes_bay    < 0.5          to the left,  improve=0.01853372, (0 missing)
  Surrogate splits:
      activity_horse_riding_horse_trekking < 0.5          to the right, agree=0.884, adj=0.029, (0 split)

Node number 957: 893 observations,    complexity param=0.0002554706
  mean=9.486002, MSE=0.8477884 
  left son=1914 (654 obs) right son=1915 (239 obs)
  Primary splits:
      no_days_in_nz                                             < 14.5         to the left,  improve=0.011981040, (0 missing)
      share_cost_eating_out                                     < 0.0407358    to the right, improve=0.010832920, (0 missing)
      gender                                                    splits as  RLL-, improve=0.010514720, (0 missing)
      transport_car_or_van_owned_by_you_family_friend_s_company < 0.5          to the left,  improve=0.006392030, (0 missing)
      activity_glow_worm_tour                                   < 0.5          to the right, improve=0.005970035, (0 missing)
  Surrogate splits:
      activity_swimming_surfing                                 < 0.5          to the left,  agree=0.760, adj=0.105, (0 split)
      itinerary_region_marlborough                              < 0.5          to the left,  agree=0.759, adj=0.100, (0 split)
      share_cost_food_drink                                     < 0.1260563    to the left,  agree=0.758, adj=0.096, (0 split)
      itinerary_region_tasman                                   < 0.5          to the left,  agree=0.756, adj=0.088, (0 split)
      transport_car_or_van_owned_by_you_family_friend_s_company < 0.5          to the left,  agree=0.756, adj=0.088, (0 split)

Node number 958: 367 observations,    complexity param=0.0002288653
  mean=9.501362, MSE=0.811306 
  left son=1916 (292 obs) right son=1917 (75 obs)
  Primary splits:
      share_cost_day_cruise         < 0.06406541   to the left,  improve=0.03350219, (0 missing)
      accomm_farm_stay_or_home_stay < 0.5          to the right, improve=0.02902850, (0 missing)
      arrival_location              splits as  RLR-R-, improve=0.02276843, (0 missing)
      share_cost_food_drink         < 0.009371013  to the left,  improve=0.01971718, (0 missing)
      departure_location            splits as  RLRL-, improve=0.01660618, (0 missing)
  Surrogate splits:
      accomm_yacht_or_other_boat           < 0.5          to the left,  agree=0.801, adj=0.027, (0 split)
      activity_canyon_swing_canyoning      < 0.5          to the left,  agree=0.798, adj=0.013, (0 split)
      maori_exp_eat_maori_traditional_food < 0.5          to the left,  agree=0.798, adj=0.013, (0 split)
      transport_other_type_of_transport    < 0.5          to the left,  agree=0.798, adj=0.013, (0 split)

Node number 959: 147 observations,    complexity param=0.0001116899
  mean=9.795918, MSE=0.3256976 
  left son=1918 (7 obs) right son=1919 (140 obs)
  Primary splits:
      no_days_in_nz                        < 6.5          to the left,  improve=0.09725064, (0 missing)
      activity_horse_riding_horse_trekking < 0.5          to the right, improve=0.07958631, (0 missing)
      share_cost_day_cruise                < 0.01807143   to the right, improve=0.05027119, (0 missing)
      travel_type                          splits as  RLR-, improve=0.03996164, (0 missing)
      share_cost_dom_flights               < 0.1252218    to the right, improve=0.03996164, (0 missing)

Node number 1010: 50 observations,    complexity param=0.0001975251
  mean=9.16, MSE=1.1744 
  left son=2020 (35 obs) right son=2021 (15 obs)
  Primary splits:
      age_range                                   splits as  RRRLLLLLLLLLLL, improve=0.11995590, (0 missing)
      share_cost_dom_travel                       < 0.1456903    to the left,  improve=0.07133574, (0 missing)
      first_nz_trip                               splits as  LR-, improve=0.06585240, (0 missing)
      itinerary_region_canterbury                 < 0.5          to the left,  improve=0.06544290, (0 missing)
      activity_a_film_location_tour_or_experience < 0.5          to the left,  improve=0.06164570, (0 missing)
  Surrogate splits:
      treated_spend_capped                                      < 3218.746     to the right, agree=0.78, adj=0.267, (0 split)
      share_cost_dom_travel                                     < 0.156891     to the left,  agree=0.78, adj=0.267, (0 split)
      share_cost_car_rentals                                    < 0.3169618    to the left,  agree=0.78, adj=0.267, (0 split)
      activity_playing_golf                                     < 0.5          to the left,  agree=0.76, adj=0.200, (0 split)
      transport_car_or_van_owned_by_you_family_friend_s_company < 0.5          to the left,  agree=0.76, adj=0.200, (0 split)

Node number 1011: 11 observations
  mean=9.909091, MSE=0.08264463 

Node number 1012: 30 observations,    complexity param=0.0004399116
  mean=8.533333, MSE=3.715556 
  left son=2024 (9 obs) right son=2025 (21 obs)
  Primary splits:
      share_cost_shopping            < 0.0291056    to the left,  improve=0.1982798, (0 missing)
      itinerary_region_wellington    < 0.5          to the left,  improve=0.1579802, (0 missing)
      share_cost_accomm              < 0.1519218    to the left,  improve=0.1520627, (0 missing)
      other_countries_visited_before < 0.5          to the right, improve=0.1367624, (0 missing)
      share_cost_eating_out          < 0.1519372    to the left,  improve=0.1275001, (0 missing)
  Surrogate splits:
      no_days_in_nz                                         < 32           to the right, agree=0.767, adj=0.222, (0 split)
      age_range                                             splits as  LLRRRRRRRRRRRR, agree=0.767, adj=0.222, (0 split)
      accomm_luxury_accommodation_5_star_hotel_luxury_lodge < 0.5          to the right, agree=0.767, adj=0.222, (0 split)
      activity_farm_or_orchard                              < 0.5          to the right, agree=0.767, adj=0.222, (0 split)
      activity_bungy_jumping                                < 0.5          to the right, agree=0.767, adj=0.222, (0 split)

Node number 1013: 47 observations,    complexity param=0.0001439283
  mean=9.425532, MSE=0.7550928 
  left son=2026 (7 obs) right son=2027 (40 obs)
  Primary splits:
      no_days_in_nz                      < 12.5         to the left,  improve=0.1690669, (0 missing)
      transport_plane_within_new_zealand < 0.5          to the left,  improve=0.1367010, (0 missing)
      activity_other_boating             < 0.5          to the left,  improve=0.1208046, (0 missing)
      share_cost_food_drink              < 0.1319728    to the left,  improve=0.1095252, (0 missing)
