response_id,departure_location,country_of_residence,country_of_residence_group,gender,first_nz_trip,arrival_location,arrival_date,no_days_in_nz,package_deal,age_range,travel_type,sustainability_considered,treated_spend,visit_purpose,arrival_month,arrival_year,arrival_season
GEN24_1033446,Auckland,United States of America,USA,Male,No,Auckland airport,2023-07-02,25,No,30 - 34,Independent Traveller,NA,7859.228083,Just for the holiday,7,2023,Winter
GEN24_1033448,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-21,6,No,60 - 64,Independent Traveller,Sometimes,5515.247778,Holiday - Other,7,2023,Winter
GEN24_1033449,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-12,15,No,65 - 69,Independent Traveller,Most of the time,6287.382467,Holiday - Other,7,2023,Winter
GEN24_1033450,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-18,9,No,50 - 54,Tour Group,Most of the time,5584.188375,Sports related,7,2023,Winter
GEN24_1033452,Auckland,Australia,Australia,Male,No,Auckland airport,2023-07-22,6,No,50 - 54,Independent Traveller,Sometimes,94.09651707056598,Business,7,2023,Winter
GEN24_1033469,Auckland,Australia,Australia,Male,No,Auckland airport,2023-07-26,2,No,35 - 39,Independent Traveller,NA,1645.538827,Business,7,2023,Winter
GEN24_1033471,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-24,4,No,55 - 59,Independent Traveller,Most of the time,1737.30305,Holiday - Other,7,2023,Winter
GEN24_1033477,Auckland,Singapore,Rest of Asia,Male,Yes,Auckland airport,2023-07-05,23,No,50 - 54,Independent Traveller,Most of the time,3100,Other,7,2023,Winter
GEN24_1033481,Wellington,United States of America,USA,Female,No,Auckland airport,2023-07-21,7,No,35 - 39,Independent Traveller,Rarely,1257.476493,Holiday - Other,7,2023,Winter
GEN24_1033482,Wellington,United States of America,USA,Female,No,Auckland airport,2023-07-21,7,No,35 - 39,Independent Traveller,Rarely,2440.497142,Sports related,7,2023,Winter
GEN24_1033486,Wellington,England,UK,Female,No,Wellington airport,2023-07-24,4,No,70 - 74,Independent Traveller,Sometimes,672.190692,To visit family,7,2023,Winter
GEN24_1033488,Wellington,United States of America,USA,Female,Yes,Auckland airport,2023-07-17,11,No,40 - 44,Independent Traveller,NA,2252.766592,Holiday - Other,7,2023,Winter
GEN24_1033489,Wellington,Netherlands,Rest of Europe,Male,Yes,Auckland airport,2023-07-11,17,Yes,25 - 29,Tour Group,NA,13351.44463,Just for the holiday,7,2023,Winter
GEN24_1033490,Wellington,United States of America,USA,Female,Yes,Auckland airport,2023-07-20,8,No,45 - 49,Independent Traveller,Sometimes,4905.812898,Holiday - Other,7,2023,Winter
GEN24_1033493,Wellington,United States of America,USA,Male,Yes,Auckland airport,2023-07-18,10,No,45 - 49,Independent Traveller,Never,1859,To go sightseeing,7,2023,Winter
GEN24_1033502,Christchurch,Australia,Australia,Male,No,Christchurch airport,2023-07-20,7,No,50 - 54,Independent Traveller,NA,2457.482327,Related to your job or business,7,2023,Winter
GEN24_1033505,Christchurch,Australia,Australia,Female,No,Christchurch airport,2023-07-07,21,No,50 - 54,Tour Group,NA,2414.178673,For some special event or occasion (non-sport-related),7,2023,Winter
GEN24_1033510,Christchurch,Australia,Australia,Female,No,Christchurch airport,2023-07-24,4,No,45 - 49,Independent Traveller,NA,1515.627867,Related to your job or business,7,2023,Winter
GEN24_1033511,Christchurch,Australia,Australia,Male,No,Auckland airport,2023-07-24,4,Yes,50 - 54,Package,NA,2720,Business,7,2023,Winter
GEN24_1033523,Auckland,United States of America,USA,Male,No,Auckland airport,2023-07-17,11,No,40 - 44,Independent Traveller,Sometimes,4500.442187,Holiday - Other,7,2023,Winter
GEN24_1033524,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-19,9,No,55 - 59,Independent Traveller,Never,1890.351176,Holiday - Other,7,2023,Winter
GEN24_1033525,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-17,11,No,25 - 29,Tour Group,Most of the time,7652.406292,Holiday - Other,7,2023,Winter
GEN24_1033528,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-25,3,No,20 - 24,Independent Traveller,Always,372.279225,Just for the holiday,7,2023,Winter
GEN24_1033529,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-13,15,Yes,55 - 59,Tour Group,Most of the time,7958.502543,Holiday - Other,7,2023,Winter
GEN24_1033534,Auckland,Switzerland,Rest of Europe,Female,Yes,Auckland airport,2023-07-09,19,No,55 - 59,Independent Traveller,Always,4033.02816,To go sightseeing,7,2023,Winter
GEN24_1033553,Auckland,Australia,Australia,Male,No,Auckland airport,2023-07-23,7,No,75 or older,Independent Traveller,Never,920.2026333,To visit friends,7,2023,Winter
GEN24_1033563,Auckland,Taiwan,Rest of Asia,Female,No,Auckland airport,2023-06-25,35,Yes,20 - 24,Tour Group,Sometimes,4797.677333,To go sightseeing,6,2023,Winter
GEN24_1033565,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Female,Yes,Auckland airport,2023-07-23,7,Yes,25 - 29,Tour Group,Sometimes,3543.44639,Just for the holiday,7,2023,Winter
GEN24_1033571,Auckland,Japan,Japan,Female,Yes,Auckland airport,2023-07-25,5,No,40 - 44,Independent Traveller,Never,2518.34,To visit friends,7,2023,Winter
GEN24_1033572,Auckland,Japan,Japan,Female,Yes,Auckland airport,2023-07-21,9,No,25 - 29,Independent Traveller,Always,3640.146,Holiday - Other,7,2023,Winter
GEN24_1033578,Auckland,South Africa,Africa and Middle East,Male,Yes,Wellington airport,2023-04-27,94,No,35 - 39,Independent Traveller,Always,2772.447917,To visit family,4,2023,Autumn
GEN24_1033579,Auckland,South Africa,Africa and Middle East,Female,Yes,Auckland airport,2023-06-24,36,No,55 - 59,Independent Traveller,NA,7150,To visit family,6,2023,Winter
GEN24_1033601,Christchurch,Australia,Australia,Female,No,Christchurch airport,2023-07-28,2,No,50 - 54,Independent Traveller,Sometimes,725.3361933,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033602,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-28,3,No,60 - 64,Independent Traveller,Always,617.07706,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033605,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-20,11,No,55 - 59,Independent Traveller,Sometimes,1328,To visit family,7,2023,Winter
GEN24_1033607,Auckland,South Africa,Africa and Middle East,Female,Yes,Auckland airport,2023-02-25,156,No,55 - 59,Independent Traveller,Always,3995,To visit family,2,2023,Summer
GEN24_1033616,Auckland,Philippines,Rest of Asia,Female,No,Auckland airport,2023-07-27,4,No,35 - 39,Independent Traveller,Always,4687.620473,Sports related,7,2023,Winter
GEN24_1033620,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-07-18,13,No,45 - 49,Independent Traveller,Sometimes,7688.836364,To visit family,7,2023,Winter
GEN24_1033629,Auckland,Japan,Japan,Female,Yes,Auckland airport,2023-07-26,5,No,40 - 44,Independent Traveller,Most of the time,1774.285,To visit friends,7,2023,Winter
GEN24_1033637,Auckland,Singapore,Rest of Asia,Female,Yes,Auckland airport,2023-07-25,6,No,35 - 39,Independent Traveller,Sometimes,3003.13405,For some special event or occasion (non-sport-related),7,2023,Winter
GEN24_1033641,Christchurch,Malaysia,Rest of Asia,Female,Yes,Christchurch airport,2022-10-30,274,No,30 - 34,Tour Group,Not sure,4346,To visit family,10,2022,Spring
GEN24_1033642,Christchurch,England,UK,Female,Yes,Christchurch airport,2023-06-26,35,No,20 - 24,Tour Group,Sometimes,3660,To visit family,6,2023,Winter
GEN24_1033658,Auckland,Malaysia,Rest of Asia,Female,No,Auckland airport,2023-06-28,34,No,35 - 39,Independent Traveller,Most of the time,6450,To visit family,6,2023,Winter
GEN24_1033665,Christchurch,Australia,Australia,Female,No,Queenstown airport,2023-07-26,5,Yes,30 - 34,Package,Sometimes,1646.535158,Just for the holiday,7,2023,Winter
GEN24_1033667,Christchurch,England,UK,Female,No,Christchurch airport,2023-07-10,21,No,55 - 59,Independent Traveller,Most of the time,2031.23044,Visiting Friends/Relatives - Other,7,2023,Winter
GEN24_1033674,Christchurch,Australia,Australia,Female,No,Christchurch airport,2023-07-14,17,No,35 - 39,Independent Traveller,Most of the time,1732.146133,To visit family,7,2023,Winter
GEN24_1033676,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-03-02,151,No,40 - 44,Independent Traveller,NA,3098.566479,Business,3,2023,Autumn
GEN24_1033679,Auckland,United States of America,USA,Female,No,Wellington airport,2023-07-26,5,No,25 - 29,Independent Traveller,Sometimes,1351.235706,Holiday - Other,7,2023,Winter
GEN24_1033680,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-21,10,No,20 - 24,Independent Traveller,Sometimes,2332.94981,Holiday - Other,7,2023,Winter
GEN24_1033683,Auckland,United States of America,USA,Male,Yes,Wellington airport,2023-07-26,5,No,50 - 54,Independent Traveller,NA,2283.31258,Holiday - Other,7,2023,Winter
GEN24_1033684,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-27,4,No,25 - 29,Tour Group,Never,1562.5,Other,7,2023,Winter
GEN24_1033687,Auckland,United States of America,USA,Male,No,Queenstown airport,2023-07-23,8,No,30 - 34,Independent Traveller,Most of the time,5087.816075,For your honeymoon,7,2023,Winter
GEN24_1033693,Auckland,Switzerland,Rest of Europe,Female,No,Auckland airport,2023-07-16,15,No,30 - 34,Independent Traveller,Always,1600,To visit family,7,2023,Winter
GEN24_1033696,Auckland,Germany,Germany,Female,Yes,Auckland airport,2023-02-01,181,No,20 - 24,Tour Group,NA,2329.793946,For a working holiday,2,2023,Summer
GEN24_1033712,Auckland,Philippines,Rest of Asia,Male,Yes,Auckland airport,2023-07-23,9,No,50 - 54,Independent Traveller,NA,3248.2,To go sightseeing,7,2023,Winter
GEN24_1033716,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-07-27,5,No,35 - 39,Independent Traveller,Always,2273.4418,Just for the holiday,7,2023,Winter
GEN24_1033725,Auckland,Germany,Germany,Male,Yes,Auckland airport,2023-05-05,88,No,Under 20,Independent Traveller,Sometimes,13773.51135,For a working holiday,5,2023,Autumn
GEN24_1033728,Christchurch,England,UK,Female,No,Christchurch airport,2023-07-09,23,No,45 - 49,Independent Traveller,Most of the time,2198.7546,To visit family,7,2023,Winter
GEN24_1033729,Christchurch,Japan,Japan,Female,No,Auckland airport,2023-07-12,20,No,35 - 39,Independent Traveller,NA,4922.21,To go sightseeing,7,2023,Winter
GEN24_1033730,Christchurch,Hong Kong (Special Administrative Region),Rest of Asia,Female,Yes,Christchurch airport,2023-07-18,14,No,50 - 54,Independent Traveller,NA,2299.858323,Holiday - Other,7,2023,Winter
GEN24_1033735,Auckland,Australia,Australia,Male,No,Auckland airport,2023-07-24,8,No,60 - 64,Independent Traveller,NA,1623.887,To visit family,7,2023,Winter
GEN24_1033743,Auckland,India,Rest of Asia,Female,No,Some other airport,2023-07-27,5,No,40 - 44,Independent Traveller,Sometimes,3644.724156,Holiday - Other,7,2023,Winter
GEN24_1033751,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-26,6,No,45 - 49,Independent Traveller,Sometimes,476.3401867,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033756,Queenstown,Australia,Australia,Female,No,Auckland airport,2022-10-31,274,No,20 - 24,Tour Group,Sometimes,12150,For a working holiday,10,2022,Spring
GEN24_1033759,Christchurch,Fiji,Rest of Oceania,Female,Yes,Christchurch airport,2023-07-26,6,No,35 - 39,Independent Traveller,Sometimes,739.3194444,Just for the holiday,7,2023,Winter
GEN24_1033761,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-27,5,No,25 - 29,Independent Traveller,Rarely,2895.505083,Other,7,2023,Winter
GEN24_1033762,Auckland,United States of America,USA,Male,No,Auckland airport,2023-07-20,12,No,55 - 59,Independent Traveller,Most of the time,5211.90915,To visit family,7,2023,Winter
GEN24_1033765,Christchurch,Australia,Australia,Male,Yes,Christchurch airport,2023-07-17,15,No,60 - 64,Independent Traveller,NA,2760.6079,To visit family,7,2023,Winter
GEN24_1033768,Christchurch,Australia,Australia,Male,Yes,Christchurch airport,2023-07-13,19,No,60 - 64,Independent Traveller,Most of the time,2522.437807,Just for the holiday,7,2023,Winter
GEN24_1033779,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-24,8,No,30 - 34,Independent Traveller,Most of the time,4177.800192,Other,7,2023,Winter
GEN24_1033780,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-27,5,No,25 - 29,Independent Traveller,Most of the time,1853.123253,Other,7,2023,Winter
GEN24_1033783,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-03,29,No,40 - 44,Independent Traveller,Sometimes,2399.132783,To visit family,7,2023,Winter
GEN24_1033788,Auckland,Sweden,Rest of Europe,Male,No,Auckland airport,2023-06-29,33,No,35 - 39,Independent Traveller,Always,3643.65048,To visit family,6,2023,Winter
GEN24_1033793,Auckland,Germany,Germany,Female,No,Auckland airport,2023-06-28,34,No,25 - 29,Independent Traveller,Most of the time,1530.39015,To visit family,6,2023,Winter
GEN24_1033797,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-31,1,No,50 - 54,Independent Traveller,NA,1282.295108,Other,7,2023,Winter
GEN24_1033798,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-31,1,No,45 - 49,Tour Group,Always,1737.30305,Other,7,2023,Winter
GEN24_1033802,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-13,19,No,60 - 64,Independent Traveller,Most of the time,3019.598158,To visit family,7,2023,Winter
GEN24_1033811,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-27,6,No,60 - 64,Independent Traveller,Not sure,3068.408101,To go sightseeing,7,2023,Winter
GEN24_1033812,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-06-07,56,No,45 - 49,Independent Traveller,Always,750,To visit family,6,2023,Winter
GEN24_1033816,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-19,14,No,60 - 64,Tour Group,Rarely,5245.000637,Holiday - Other,7,2023,Winter
GEN24_1033825,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-07-24,9,No,25 - 29,Independent Traveller,NA,4250,Holiday - Other,7,2023,Winter
GEN24_1033827,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-07-19,14,No,50 - 54,Independent Traveller,NA,2407.405655,Just for the holiday,7,2023,Winter
GEN24_1033828,Auckland,Japan,Japan,Female,Yes,Wellington airport,2023-07-26,7,No,Under 20,Independent Traveller,NA,1640,Sports related,7,2023,Winter
GEN24_1033833,Auckland,Germany,Germany,Female,Yes,Auckland airport,2023-07-05,28,No,Under 20,Independent Traveller,NA,2943.750465,Just for the holiday,7,2023,Winter
GEN24_1033834,Auckland,Germany,Germany,Female,No,Auckland airport,2023-07-05,28,No,Under 20,Independent Traveller,NA,2817.718335,Just for the holiday,7,2023,Winter
GEN24_1033849,Queenstown,Australia,Australia,Female,No,Queenstown airport,2023-07-21,12,No,25 - 29,Independent Traveller,Always,3030,Just for the holiday,7,2023,Winter
GEN24_1033851,Queenstown,Australia,Australia,Male,No,Queenstown airport,2023-07-31,2,No,45 - 49,Independent Traveller,NA,2435.8305,Related to your job or business,7,2023,Winter
GEN24_1033871,Auckland,Japan,Japan,Male,Yes,Auckland airport,2023-07-13,20,No,20 - 24,Independent Traveller,Rarely,5000,To go sightseeing,7,2023,Winter
GEN24_1033872,Auckland,Japan,Japan,Female,Yes,Auckland airport,2023-07-27,6,No,25 - 29,Independent Traveller,Most of the time,1235,To go sightseeing,7,2023,Winter
GEN24_1033884,Auckland,Scotland,UK,Female,No,Auckland airport,2023-07-07,26,No,60 - 64,Independent Traveller,Most of the time,2554.74344,To visit family,7,2023,Winter
GEN24_1033886,Wellington,Australia,Australia,Female,No,Auckland airport,2023-07-12,21,No,65 - 69,Independent Traveller,Most of the time,411.3847067,To care for a family member or friend,7,2023,Winter
GEN24_1033889,Auckland,Netherlands,Rest of Europe,Male,Yes,Auckland airport,2023-07-18,15,No,55 - 59,Tour Group,NA,3980,Business,7,2023,Winter
GEN24_1033890,Auckland,Singapore,Rest of Asia,Male,Yes,Auckland airport,2023-08-01,1,No,35 - 39,Independent Traveller,Most of the time,1130,Business,8,2023,Winter
GEN24_1033896,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-19,14,No,65 - 69,Independent Traveller,Most of the time,898.5508067,To visit family,7,2023,Winter
GEN24_1033904,Christchurch,Australia,Australia,Male,No,Christchurch airport,2023-08-01,1,No,65 - 69,Independent Traveller,NA,416.7976633,Business,8,2023,Winter
GEN24_1033908,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-20,13,No,60 - 64,Independent Traveller,Most of the time,9596.531133,Holiday - Other,7,2023,Winter
GEN24_1033912,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-20,13,No,35 - 39,Independent Traveller,NA,3805.520967,Holiday - Other,7,2023,Winter
GEN24_1033914,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-28,5,No,40 - 44,Independent Traveller,Sometimes,1960.670585,Holiday - Other,7,2023,Winter
GEN24_1033916,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-27,6,No,40 - 44,Independent Traveller,Most of the time,5294.637867,Holiday - Other,7,2023,Winter
GEN24_1033917,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-28,5,No,40 - 44,Independent Traveller,NA,1682.150572,Holiday - Other,7,2023,Winter
GEN24_1033919,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-24,9,No,45 - 49,Independent Traveller,Most of the time,6039.196317,Holiday - Other,7,2023,Winter
GEN24_1033922,Auckland,Other,Rest of Europe,Male,No,Auckland airport,2023-06-30,33,No,50 - 54,Tour Group,Always,8272.871667,Business,6,2023,Winter
GEN24_1033923,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-19,14,No,30 - 34,Independent Traveller,NA,4900,Other,7,2023,Winter
GEN24_1033924,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-19,14,No,50 - 54,Independent Traveller,Always,4643.838629,Sports related,7,2023,Winter
GEN24_1033930,Christchurch,Australia,Australia,Male,No,Christchurch airport,2023-07-23,10,No,75 or older,Independent Traveller,Most of the time,1230.36505,Just for the holiday,7,2023,Winter
